FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202506,12,0,59374,1272324,D,6/12/2025 0:00,51,M,Vehicle/Towed Trailer,202506
202506,12,0,59375,1272324,D,6/12/2025 0:00,61,M,Vehicle/Towed Trailer,202506
202506,12,0,59376,1272324,D,6/12/2025 0:00,29,F,Vehicle/Towed Trailer,202506
202506,12,0,59377,1272324,D,6/12/2025 0:00,28,M,Vehicle/Towed Trailer,202506
202506,12,0,59378,1272324,D,6/12/2025 0:00,60,M,Vehicle/Towed Trailer,202506
202506,12,0,59379,1272324,D,6/12/2025 0:00,63,M,Vehicle/Towed Trailer,202506
202506,12,0,59380,1272324,D,6/12/2025 0:00,42,M,Vehicle/Towed Trailer,202506
202506,22,0,59367,1272540,D,6/22/2025 0:00,50,F,Mobile/Trailer Home,202506
202506,22,0,59365,1272540,D,6/22/2025 0:00,6,F,Permanent Home,202506
202506,22,0,59366,1272540,D,6/22/2025 0:00,6,F,Permanent Home,202506
202506,21,0,59315,1273185,D,6/21/2025 0:00,27,F,In Water,202506
202506,21,0,59316,1273186,D,6/21/2025 0:00,,M,In Water,202506
202506,14,0,59317,1273848,D,6/14/2025 0:00,43,M,Boating,202506
202506,2,0,59419,1274038,D,6/2/2025 0:00,60,F,Unknown,202506
202506,3,0,59421,1274038,D,6/3/2025 0:00,72,M,Mobile/Trailer Home,202506
202506,1,0,59416,1274038,I,6/1/2025 0:00,39,M,Outside/Open Areas,202506
202506,1,0,59417,1274038,I,6/1/2025 0:00,37,M,Outside/Open Areas,202506
202506,1,0,59418,1274038,I,6/1/2025 0:00,61,M,Outside/Open Areas,202506
202506,3,0,59420,1274038,I,6/3/2025 0:00,42,M,Outside/Open Areas,202506
202506,8,0,59423,1274039,D,6/8/2025 0:00,50,F,Unknown,202506
202506,6,0,59424,1274039,D,6/6/2025 0:00,90,M,Unknown,202506
202506,7,0,59425,1274039,I,6/7/2025 0:00,30,M,Unknown,202506
202506,8,0,59427,1274039,I,6/8/2025 0:00,45,M,Unknown,202506
202506,8,0,59426,1274039,I,6/8/2025 0:00,36,M,Outside/Open Areas,202506
202506,12,0,59429,1274048,D,6/12/2025 0:00,53,M,Outside/Open Areas,202506
202506,9,0,59430,1274050,I,6/9/2025 0:00,58,M,Mobile/Trailer Home,202506
202506,10,0,59431,1274050,I,6/10/2025 0:00,50,M,Outside/Open Areas,202506
202506,10,0,59432,1274050,I,6/10/2025 0:00,60,M,Outside/Open Areas,202506
202506,11,0,59435,1274050,D,6/11/2025 0:00,46,F,Outside/Open Areas,202506
202506,12,0,59439,1274050,I,6/12/2025 0:00,54,M,Outside/Open Areas,202506
202506,12,0,59441,1274050,I,6/12/2025 0:00,45,M,Outside/Open Areas,202506
202506,10,0,59433,1274050,I,6/10/2025 0:00,91,M,Permanent Home,202506
202506,10,0,59434,1274050,I,6/10/2025 0:00,79,M,Permanent Home,202506
202506,11,0,59436,1274050,D,6/11/2025 0:00,79,F,Permanent Home,202506
202506,11,0,59438,1274050,I,6/11/2025 0:00,56,M,Permanent Home,202506
202506,11,0,59437,1274050,D,6/11/2025 0:00,82,M,Permanent Structure,202506
202506,12,0,59440,1274050,I,6/12/2025 0:00,65,M,Permanent Structure,202506
202506,13,0,59442,1274050,I,6/13/2025 0:00,63,F,Permanent Structure,202506
202506,15,0,59444,1274076,I,6/15/2025 0:00,81,M,Unknown,202506
202506,17,0,59450,1274076,D,6/17/2025 0:00,72,M,Unknown,202506
202506,15,0,59445,1274076,D,6/15/2025 0:00,84,F,Outside/Open Areas,202506
202506,16,0,59446,1274076,I,6/16/2025 0:00,42,M,Outside/Open Areas,202506
202506,17,0,59449,1274076,I,6/17/2025 0:00,46,M,Outside/Open Areas,202506
202506,15,0,59443,1274076,I,6/15/2025 0:00,75,M,Permanent Home,202506
202506,16,0,59447,1274076,I,6/16/2025 0:00,80,F,Permanent Home,202506
202506,16,0,59448,1274076,D,6/16/2025 0:00,86,F,Permanent Home,202506
202506,8,0,59401,1274182,D,6/8/2025 0:00,41,M,Golfing,202506
202506,21,0,59458,1274231,D,6/21/2025 0:00,31,F,Unknown,202506
202506,19,0,59451,1274231,I,6/19/2025 0:00,58,F,Business,202506
202506,19,0,59453,1274231,D,6/19/2025 0:00,37,M,Business,202506
202506,19,0,59454,1274231,I,6/19/2025 0:00,70,M,Outside/Open Areas,202506
202506,20,0,59456,1274231,I,6/20/2025 0:00,47,M,Outside/Open Areas,202506
202506,21,0,59457,1274231,I,6/21/2025 0:00,32,M,Outside/Open Areas,202506
202506,19,0,59452,1274231,D,6/19/2025 0:00,71,M,Permanent Home,202506
202506,19,0,59455,1274231,I,6/19/2025 0:00,59,M,Vehicle/Towed Trailer,202506
202506,19,0,59460,1274232,I,6/19/2025 0:00,72,F,Mobile/Trailer Home,202506
202506,18,0,59459,1274232,I,6/18/2025 0:00,51,M,Outside/Open Areas,202506
202506,20,0,59461,1274232,I,6/20/2025 0:00,77,M,Permanent Home,202506
202506,23,0,59368,1275458,D,6/23/2025 0:00,65,F,Permanent Structure,202506
202506,20,0,59356,1277262,I,6/20/2025 0:00,76,M,Permanent Home,202506
202506,14,0,59381,1277581,D,6/14/2025 0:00,83,F,Unknown,202506
202506,14,0,59382,1277581,D,6/14/2025 0:00,43,M,Unknown,202506
202506,14,0,59385,1277581,D,6/14/2025 0:00,58,F,Unknown,202506
